"y","X1","X2"
10.1383347023315,13.8790487068956,18.6659267377858
9.58223548695023,14.5396450210334,19.6167101337804
9.79356325745277,18.1174166282982,23.0434090647595
9.11370245065666,15.1410167828492,20.0367540030298
8.21494778724209,15.2585754703219,19.9730899001424
9.7388180922677,18.4301299737666,23.4166216563239
8.17231336813896,15.9218324119784,20.6863610711413
6.64032149793395,12.4698775307869,16.9694949498105
9.46405461544316,13.6262942962129,18.5122263401266
8.0003099048146,14.1086760598001,19.3843750425183
9.84332703386705,17.4481635948789,22.2755595060964
9.10350125665646,15.7196276541147,20.9020169507822
10.1332473290794,15.8015429011881,20.3161780887014
8.09461888500034,15.2213654318902,20.2046968422329
6.95165171485389,13.8883177304919,19.0441398916749
11.9626100692063,18.5738262736062,23.6641722822562
8.55668726132395,15.9957009564585,21.0274038147032
5.81031687343049,11.0667656867407,15.8745538842491
7.96508278268039,16.4027118031274,21.1478004993173
6.74249286995427,14.0544171845441,18.7471785473627
6.85820281471517,12.8643525880263,17.8996465671563
8.90001090250823,14.5640501706834,19.279807786428
8.58384369062248,12.9479911033855,17.8008238702753
8.47869712454445,13.5422175414177,18.4653898837582
7.51130343505549,13.7499214643015,19.3030800658711
6.87305662664219,11.6266133785152,16.4310284080065
8.63319058081445,16.675574088989,21.7461900606745
7.93615495626251,15.306746235673,20.3301344905421
8.24651356196497,12.7237261259761,17.4351691357371
8.73822234246638,17.5076298421399,22.4862374163028
10.8817581869693,15.8529284429536,21.2862937004806
8.11460892304188,14.4098570340155,19.5453082499392
9.60966448767424,16.79025132209,21.8026211986879
8.63960578279347,16.7562669750661,21.6295179253642
8.74719239187422,16.643162163275,21.0271879968128
7.87162412179485,16.3772805082002,21.7166816722244
8.87099226516486,16.1078353070752,20.6696432857977
8.85707069434774,14.8761765788466,20.0981608321098
8.51834168042146,14.3880746725202,19.9608057432854
7.33799251193287,14.2390579979752,18.8058900496837
7.01667105022549,13.610586042159,18.8211213427714
7.78988400363754,14.5841654439608,19.5055061971401
8.73066431827809,12.4692072968635,16.9975640491198
9.53165234467277,19.337911930677,23.8835116345425
9.52891040392479,17.41592399661,21.9354631445376
9.27925323847558,12.7537828335933,17.5945108769422
7.99614027937212,14.1942303294018,18.7557036539031
6.67350394255539,14.0666892927536,19.2730643246463
8.61519568306226,16.5599302366726,22.1899629188303
8.90209091243305,14.8332618670563,19.4471527242458
8.37771564232498,15.5066370279895,20.7429586822321
7.90957688110151,14.9429064893026,20.1736191616029
8.11321230858023,14.9142590854174,20.0139198591024
9.95909893115368,17.7372045680289,22.4346915855458
9.87273778548656,14.5484580286815,19.5126222466923
9.92790549229066,18.0329412088591,22.948822608308
8.0320466919213,11.9024943915396,17.0713912515057
9.71536786528664,16.1692274992721,21.057495872441
8.51021434833847,15.2477084876892,20.5408005036949
7.18303956585337,15.4318831374879,20.3195088801578
8.35852216520736,15.7592789655198,21.0750924051936
7.50780609375222,13.9953530937814,18.6805999917816
8.21394704909211,14.3335852326612,18.9555386592337
8.78162329455973,12.9628492337858,18.9351612142685
9.72128774735552,12.8564175470488,17.7313602706007
10.351109700388,15.6070572828085,20.6965255602707
8.81505881430048,15.8964195572589,21.087390459469
6.79647683117287,15.106008453461,19.9608742657484
9.03348760380799,16.8445349357595,21.9995935490536
10.6392919087004,19.1001693712543,24.2108587294698
8.8539818380109,14.0179376678869,18.9533235155944
7.15335909284346,10.3816622487184,15.401250158776
10.1900479538787,17.0114770489245,22.001256872803
6.39552488761814,13.5815984748352,19.2201340445401
8.661634429166,13.6239827670653,18.4015819381834
9.07901415326948,17.0511427393934,21.722343859271
8.39002969311025,14.430453985898,19.4417905056493
7.3538334649192,12.5585645754909,17.6517088003239
9.10947024471966,15.3626069594983,20.4935640031714
8.3857836203871,14.7222172751219,19.5847076753086
6.83828908831422,15.0115283717998,19.6925305316084
9.62177636589977,15.7705608022527,21.1495163550795
8.51536653655727,14.2586799364152,19.1537848200291
8.87872492324061,16.2887530970377,21.0290992382417
8.39765794922793,14.5590268763625,19.4881430056802
8.96582060928416,15.6635639278314,20.6044111595268
9.81785848171035,17.1936780262987,22.5266541132128
10.5760276568113,15.8703629816676,20.8957841693268
7.9550180355353,14.3481368289375,19.5743529644929
9.81687300233575,17.2976152369022,22.1478276317505
10.6618877290312,16.9870077119242,22.0513413047987
10.102577982885,16.0967939190161,20.9993881455689
9.8839948454918,15.4774634702229,20.505838528675
7.29462592290107,13.7441878479213,18.475578840528
11.8631351788228,17.72130489706,22.3280644370616
7.96644128378306,13.7994808257057,19.3986448411301
12.5541848377234,19.3746659860332,24.5548786331349
8.68170794015448,18.0652212523704,22.6898398438829
8.28528322725376,14.528599281799,19.3452495067949
8.72349367066244,12.9471581993864,17.5915141740072
